"Estado","% Ocupación"
"Aguascalientes","46.15"
"Baja California","43.08"
"Puebla","35.30"
"Chihuahua","34.65"
"Guanajuato","32.08"
"Morelos","30.73"
"Colima","29.59"
"Durango","29.28"
"Sonora","27.73"
"Querétaro","26.66"
"Nuevo León","26.53"
"Coahuila de Zaragoza","26.43"
"Nayarit","26.41"
"Ciudad de México","25.13"
"Jalisco","24.44"
"Sinaloa","23.88"
"Tamaulipas","21.37"
"Quintana Roo","21.02"
"Michoacán de Ocampo","20.57"
"Veracruz de Ignacio de La Llave","20.48"
"México","20.34"
"Tabasco","20.08"
"Hidalgo","20.00"
"Oaxaca","19.56"
"San Luis Potosí","18.18"
"Guerrero","15.03"
"Zacatecas","14.28"
"Tlaxcala","10.90"
"Chiapas","9.65"
"Yucatán","7.34"
"Baja California Sur","6.41"
"Campeche","4.82"
