"Estado","% Ocupación"
"Chihuahua","68.85"
"Baja California","50.44"
"Aguascalientes","45.89"
"Sonora","40.34"
"Coahuila de Zaragoza","38.98"
"Durango","31.57"
"Nuevo León","25.59"
"Sinaloa","25.48"
"Puebla","23.90"
"Guanajuato","20.88"
"San Luis Potosí","20.37"
"Tamaulipas","15.58"
"Jalisco","15.55"
"Oaxaca","14.28"
"Ciudad de México","13.34"
"Guerrero","12.87"
"Querétaro","12.79"
"México","12.71"
"Hidalgo","12.60"
"Nayarit","11.34"
"Morelos","9.82"
"Tlaxcala","9.56"
"Zacatecas","8.33"
"Veracruz de Ignacio de La Llave","8.28"
"Colima","8.06"
"Baja California Sur","8.05"
"Michoacán de Ocampo","8.02"
"Quintana Roo","7.23"
"Tabasco","5.68"
"Yucatán","2.87"
"Chiapas","2.02"
"Campeche","1.18"
