"Estado","% Ocupación"
"Querétaro","100.00"
"Aguascalientes","45.00"
"Nuevo León","37.86"
"Puebla","33.33"
"Ciudad de México","30.21"
"Chihuahua","28.57"
"Coahuila de Zaragoza","27.27"
"Veracruz de Ignacio de La Llave","16.66"
"Michoacán de Ocampo","16.66"
"Jalisco","15.78"
"Sonora","15.78"
"Hidalgo","15.38"
"Tabasco","14.28"
"Zacatecas","11.11"
"Tamaulipas","9.09"
"Yucatán","8.00"
"Sinaloa","7.84"
"Quintana Roo","7.69"
"México","7.51"
"Guanajuato","7.40"
"San Luis Potosí","7.31"
"Durango","6.66"
"Oaxaca","6.25"
"Baja California","3.70"
"Guerrero","2.50"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Colima","0.00"
"Chiapas","0.00"
"Morelos","0.00"
"Campeche","0.00"
