"Estado","% Ocupación"
"Colima","68.57"
"Tabasco","61.18"
"Hidalgo","56.89"
"Nuevo León","56.30"
"Jalisco","55.96"
"Veracruz de Ignacio de La Llave","54.97"
"Ciudad de México","54.75"
"Oaxaca","52.72"
"Nayarit","51.78"
"Puebla","49.10"
"Morelos","47.67"
"San Luis Potosí","44.84"
"México","43.82"
"Aguascalientes","43.70"
"Michoacán de Ocampo","42.91"
"Tlaxcala","42.85"
"Yucatán","40.65"
"Tamaulipas","36.94"
"Querétaro","34.09"
"Zacatecas","33.58"
"Durango","33.33"
"Guerrero","31.14"
"Sinaloa","30.45"
"Sonora","30.24"
"Coahuila de Zaragoza","26.21"
"Baja California","23.10"
"Baja California Sur","20.99"
"Quintana Roo","19.82"
"Chihuahua","19.56"
"Chiapas","18.62"
"Guanajuato","17.73"
"Campeche","13.13"
