"Estado","% Ocupación"
"Chihuahua","63.30"
"Baja California","52.81"
"Sonora","45.28"
"Aguascalientes","40.97"
"Durango","38.12"
"Coahuila de Zaragoza","32.15"
"Nuevo León","27.60"
"San Luis Potosí","23.92"
"Puebla","21.48"
"Guanajuato","20.89"
"Sinaloa","20.31"
"Tamaulipas","16.10"
"Jalisco","14.11"
"Hidalgo","12.91"
"Oaxaca","11.60"
"Ciudad de México","10.33"
"Querétaro","9.84"
"Quintana Roo","8.91"
"México","8.74"
"Zacatecas","8.60"
"Veracruz de Ignacio de La Llave","7.92"
"Morelos","6.37"
"Guerrero","6.08"
"Michoacán de Ocampo","5.11"
"Nayarit","4.34"
"Tabasco","3.46"
"Tlaxcala","2.65"
"Yucatán","2.27"
"Chiapas","1.98"
"Colima","1.38"
"Campeche","0.98"
"Baja California Sur","0.68"
