"Estado","% Ocupación"
"Tlaxcala","100.00"
"Ciudad de México","67.70"
"Nuevo León","65.30"
"Zacatecas","64.96"
"Chihuahua","63.67"
"San Luis Potosí","61.66"
"Aguascalientes","60.24"
"Hidalgo","55.91"
"Durango","55.20"
"Querétaro","52.75"
"Sonora","52.38"
"Colima","50.87"
"Nayarit","50.34"
"Tamaulipas","50.17"
"Coahuila de Zaragoza","49.80"
"Baja California","49.73"
"Puebla","49.03"
"Morelos","47.58"
"Jalisco","46.96"
"México","46.27"
"Sinaloa","45.05"
"Oaxaca","43.75"
"Guanajuato","40.53"
"Guerrero","37.85"
"Baja California Sur","34.40"
"Veracruz de Ignacio de La Llave","33.52"
"Quintana Roo","27.65"
"Tabasco","26.43"
"Michoacán de Ocampo","26.08"
"Yucatán","15.66"
"Campeche","7.81"
"Chiapas","5.23"
