"Estado","% Ocupación"
"Aguascalientes","11.29"
"Tlaxcala","8.00"
"Jalisco","5.88"
"Oaxaca","4.54"
"Yucatán","4.00"
"Colima","3.70"
"Durango","3.50"
"Morelos","3.44"
"Tamaulipas","3.30"
"Puebla","3.22"
"Coahuila de Zaragoza","3.03"
"Sinaloa","2.91"
"Hidalgo","2.63"
"Ciudad de México","2.35"
"Chihuahua","2.05"
"San Luis Potosí","1.94"
"México","1.84"
"Nuevo León","1.74"
"Querétaro","1.58"
"Veracruz de Ignacio de La Llave","1.53"
"Campeche","0.99"
"Zacatecas","0.90"
"Michoacán de Ocampo","0.61"
"Baja California","0.51"
"Guanajuato","0.47"
"Chiapas","0.38"
"Guerrero","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Tabasco","0.00"
"Sonora","0.00"
"Nayarit","0.00"
