"Estado","% Ocupación"
"Aguascalientes","45.45"
"Querétaro","41.34"
"Puebla","39.21"
"Chihuahua","38.86"
"Michoacán de Ocampo","37.42"
"Nayarit","35.77"
"Baja California","35.38"
"Tamaulipas","35.30"
"Durango","34.92"
"Ciudad de México","34.00"
"Jalisco","33.89"
"Coahuila de Zaragoza","33.61"
"Guanajuato","33.33"
"Nuevo León","32.40"
"Oaxaca","32.11"
"Sonora","31.61"
"Morelos","31.49"
"Tabasco","30.07"
"Veracruz de Ignacio de La Llave","29.04"
"Colima","28.92"
"Hidalgo","28.53"
"México","27.57"
"San Luis Potosí","27.27"
"Sinaloa","27.24"
"Tlaxcala","23.66"
"Guerrero","23.05"
"Quintana Roo","22.52"
"Zacatecas","21.35"
"Yucatán","12.75"
"Chiapas","9.48"
"Baja California Sur","8.51"
"Campeche","6.68"
