"Estado","% Ocupación"
"Baja California","39.84"
"Morelos","26.19"
"Aguascalientes","25.00"
"Chihuahua","21.87"
"Sonora","21.84"
"Baja California Sur","19.51"
"Oaxaca","18.29"
"Durango","16.09"
"Nuevo León","16.05"
"Coahuila de Zaragoza","15.68"
"Jalisco","15.52"
"Zacatecas","13.76"
"Puebla","12.50"
"San Luis Potosí","12.40"
"Hidalgo","12.40"
"Tabasco","12.35"
"Querétaro","12.33"
"México","12.22"
"Guanajuato","11.79"
"Yucatán","11.55"
"Ciudad de México","11.03"
"Colima","10.29"
"Michoacán de Ocampo","10.05"
"Tlaxcala","9.85"
"Nayarit","8.62"
"Veracruz de Ignacio de La Llave","8.10"
"Tamaulipas","8.04"
"Sinaloa","7.94"
"Chiapas","6.69"
"Campeche","5.73"
"Guerrero","5.64"
"Quintana Roo","4.28"
