"Estado","% Ocupación"
"Morelos","100.00"
"Zacatecas","100.00"
"Coahuila de Zaragoza","100.00"
"Querétaro","90.00"
"Aguascalientes","65.62"
"Yucatán","65.51"
"Puebla","61.79"
"Michoacán de Ocampo","61.53"
"Tabasco","49.52"
"Veracruz de Ignacio de La Llave","44.61"
"Tamaulipas","43.61"
"Guanajuato","41.07"
"Ciudad de México","40.90"
"Jalisco","40.71"
"México","39.82"
"Tlaxcala","37.50"
"Nuevo León","33.43"
"Colima","30.76"
"San Luis Potosí","29.62"
"Oaxaca","28.57"
"Durango","28.30"
"Sinaloa","26.41"
"Sonora","23.91"
"Chiapas","23.40"
"Baja California","22.58"
"Hidalgo","21.21"
"Chihuahua","20.00"
"Quintana Roo","17.64"
"Guerrero","0.00"
"Nayarit","0.00"
"Baja California Sur","0.00"
"Campeche","0.00"
