"Estado","% Ocupación"
"Aguascalientes","45.50"
"Chihuahua","38.26"
"Querétaro","37.97"
"Puebla","36.56"
"Baja California","36.12"
"Nayarit","35.57"
"Tamaulipas","35.22"
"Michoacán de Ocampo","34.88"
"Ciudad de México","33.68"
"Morelos","33.46"
"Sonora","33.41"
"Nuevo León","33.26"
"Guanajuato","32.99"
"Jalisco","32.86"
"Durango","31.78"
"Colima","31.70"
"Coahuila de Zaragoza","31.33"
"Tabasco","30.23"
"Oaxaca","29.90"
"San Luis Potosí","28.98"
"Veracruz de Ignacio de La Llave","27.62"
"México","27.25"
"Hidalgo","25.86"
"Sinaloa","25.67"
"Tlaxcala","23.66"
"Zacatecas","23.46"
"Quintana Roo","23.20"
"Guerrero","21.88"
"Yucatán","12.99"
"Chiapas","10.57"
"Baja California Sur","9.09"
"Campeche","5.06"
