"Estado","% Ocupación"
"Chihuahua","58.91"
"Baja California","48.01"
"Aguascalientes","44.00"
"Sonora","43.06"
"Durango","34.12"
"Coahuila de Zaragoza","32.45"
"Sinaloa","23.56"
"Nuevo León","23.50"
"San Luis Potosí","20.89"
"Guanajuato","18.31"
"Puebla","17.85"
"Zacatecas","16.30"
"Tamaulipas","14.10"
"Hidalgo","12.62"
"Nayarit","11.90"
"Oaxaca","11.70"
"Ciudad de México","10.95"
"Jalisco","10.27"
"Quintana Roo","8.80"
"México","8.60"
"Querétaro","8.46"
"Veracruz de Ignacio de La Llave","6.84"
"Colima","6.06"
"Michoacán de Ocampo","4.60"
"Morelos","4.22"
"Guerrero","3.34"
"Campeche","1.67"
"Chiapas","1.48"
"Yucatán","1.38"
"Baja California Sur","1.36"
"Tabasco","1.33"
"Tlaxcala","0.00"
