"Estado","% Ocupación"
"Aguascalientes","28.20"
"Tlaxcala","25.00"
"Nuevo León","18.49"
"Chihuahua","15.59"
"Ciudad de México","15.53"
"Durango","12.35"
"Colima","9.83"
"Nayarit","9.52"
"Baja California Sur","8.21"
"Tamaulipas","7.31"
"Veracruz de Ignacio de La Llave","7.26"
"Hidalgo","7.18"
"Sinaloa","7.06"
"Querétaro","6.93"
"Jalisco","6.79"
"Puebla","6.15"
"Coahuila de Zaragoza","5.69"
"Oaxaca","5.40"
"Sonora","4.44"
"Guerrero","4.37"
"México","4.28"
"Guanajuato","3.82"
"Morelos","3.60"
"San Luis Potosí","3.53"
"Baja California","3.26"
"Zacatecas","2.24"
"Michoacán de Ocampo","1.88"
"Chiapas","1.51"
"Quintana Roo","1.51"
"Yucatán","1.07"
"Tabasco","0.97"
"Campeche","0.25"
