"Estado","% Ocupación"
"Aguascalientes","44.27"
"Tlaxcala","35.08"
"Baja California","34.64"
"Morelos","32.07"
"Jalisco","25.38"
"Colima","25.00"
"Nayarit","23.72"
"Puebla","22.62"
"Querétaro","22.01"
"Tabasco","21.96"
"Yucatán","20.37"
"Ciudad de México","18.67"
"Chihuahua","18.65"
"Durango","17.89"
"Nuevo León","17.85"
"Michoacán de Ocampo","17.25"
"México","16.16"
"Tamaulipas","16.15"
"Veracruz de Ignacio de La Llave","16.11"
"Zacatecas","16.07"
"Sonora","15.95"
"Hidalgo","14.28"
"Guanajuato","14.26"
"San Luis Potosí","14.06"
"Oaxaca","12.65"
"Coahuila de Zaragoza","12.60"
"Sinaloa","8.54"
"Chiapas","5.83"
"Campeche","4.50"
"Quintana Roo","4.50"
"Baja California Sur","4.08"
"Guerrero","2.65"
