"Estado","% Ocupación"
"Zacatecas","88.88"
"Coahuila de Zaragoza","75.00"
"Aguascalientes","70.96"
"Durango","60.46"
"Chihuahua","57.89"
"Querétaro","56.25"
"San Luis Potosí","54.54"
"Sinaloa","50.00"
"Ciudad de México","48.01"
"Nuevo León","42.56"
"Jalisco","34.30"
"Guanajuato","30.90"
"Michoacán de Ocampo","28.57"
"Baja California","27.27"
"Puebla","23.25"
"Sonora","23.07"
"Hidalgo","23.07"
"Tabasco","20.93"
"Oaxaca","20.00"
"Veracruz de Ignacio de La Llave","20.00"
"México","16.78"
"Tamaulipas","16.39"
"Baja California Sur","14.28"
"Yucatán","12.50"
"Quintana Roo","6.81"
"Campeche","3.33"
"Colima","0.00"
"Chiapas","0.00"
"Guerrero","0.00"
"Morelos","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
