"Estado","% Ocupación"
"Colima","100.00"
"Zacatecas","100.00"
"Querétaro","85.00"
"Yucatán","82.60"
"Baja California","64.28"
"Aguascalientes","60.60"
"Tabasco","57.25"
"Michoacán de Ocampo","57.14"
"Puebla","52.94"
"Oaxaca","52.38"
"Ciudad de México","52.35"
"México","49.46"
"Jalisco","46.95"
"Nuevo León","45.73"
"Tamaulipas","45.19"
"Guanajuato","43.10"
"Durango","37.73"
"Tlaxcala","37.50"
"Sinaloa","36.20"
"Veracruz de Ignacio de La Llave","35.71"
"San Luis Potosí","32.55"
"Chihuahua","29.50"
"Coahuila de Zaragoza","28.57"
"Morelos","27.27"
"Chiapas","15.55"
"Hidalgo","15.15"
"Baja California Sur","14.28"
"Guerrero","11.90"
"Quintana Roo","11.32"
"Sonora","7.84"
"Campeche","6.25"
"Nayarit","0.00"
