"Estado","% Ocupación"
"Baja California Sur","70.94"
"Chihuahua","67.63"
"Zacatecas","58.76"
"Aguascalientes","58.15"
"Durango","54.90"
"Ciudad de México","51.19"
"Sonora","49.26"
"San Luis Potosí","47.81"
"Coahuila de Zaragoza","45.74"
"Nuevo León","41.13"
"Sinaloa","39.83"
"Baja California","39.41"
"Guanajuato","32.71"
"Quintana Roo","31.52"
"Tamaulipas","27.94"
"Puebla","27.27"
"Jalisco","27.06"
"Nayarit","25.00"
"Hidalgo","25.00"
"Querétaro","20.41"
"México","17.61"
"Oaxaca","16.25"
"Colima","16.21"
"Morelos","14.41"
"Tabasco","13.68"
"Veracruz de Ignacio de La Llave","13.03"
"Guerrero","12.59"
"Michoacán de Ocampo","9.59"
"Yucatán","7.44"
"Tlaxcala","4.62"
"Campeche","1.61"
"Chiapas","1.00"
