"Estado","% Ocupación"
"Nayarit","82.88"
"Colima","75.53"
"Ciudad de México","74.11"
"Durango","72.00"
"Guerrero","68.00"
"Nuevo León","61.00"
"Sinaloa","60.55"
"Hidalgo","59.67"
"Veracruz de Ignacio de La Llave","58.50"
"Sonora","56.16"
"Quintana Roo","52.51"
"México","50.70"
"Jalisco","50.43"
"Morelos","49.10"
"Puebla","44.07"
"Oaxaca","42.52"
"Querétaro","37.41"
"Michoacán de Ocampo","35.43"
"Tamaulipas","34.87"
"Baja California Sur","34.69"
"Zacatecas","34.00"
"Tlaxcala","33.80"
"San Luis Potosí","32.99"
"Aguascalientes","26.21"
"Tabasco","26.02"
"Coahuila de Zaragoza","25.52"
"Baja California","19.16"
"Yucatán","17.86"
"Chiapas","17.67"
"Chihuahua","16.78"
"Guanajuato","13.45"
"Campeche","9.95"
