"Estado","% Ocupación"
"Colima","100.00"
"Morelos","100.00"
"Yucatán","80.00"
"Querétaro","68.18"
"Hidalgo","66.66"
"Durango","65.38"
"Nuevo León","65.04"
"Sinaloa","61.29"
"Michoacán de Ocampo","60.00"
"Ciudad de México","57.74"
"Oaxaca","50.00"
"Veracruz de Ignacio de La Llave","47.57"
"Puebla","45.94"
"Tamaulipas","45.16"
"Guerrero","43.93"
"Coahuila de Zaragoza","42.85"
"Sonora","41.30"
"México","37.98"
"Jalisco","33.16"
"San Luis Potosí","32.35"
"Tabasco","31.08"
"Quintana Roo","27.11"
"Aguascalientes","25.00"
"Chihuahua","19.67"
"Campeche","16.66"
"Zacatecas","16.66"
"Baja California","16.21"
"Chiapas","14.58"
"Guanajuato","10.71"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
