"Estado","% Ocupación"
"Aguascalientes","48.57"
"Baja California","45.89"
"Chihuahua","44.13"
"Puebla","40.55"
"Durango","35.20"
"Sonora","30.47"
"Guanajuato","25.82"
"Sinaloa","25.54"
"San Luis Potosí","23.79"
"Nuevo León","21.91"
"Coahuila de Zaragoza","21.23"
"Nayarit","20.75"
"Jalisco","19.58"
"Oaxaca","19.41"
"Colima","18.81"
"Tamaulipas","16.70"
"México","14.85"
"Ciudad de México","14.02"
"Querétaro","14.02"
"Veracruz de Ignacio de La Llave","12.63"
"Hidalgo","12.54"
"Quintana Roo","11.39"
"Morelos","11.16"
"Tabasco","11.13"
"Guerrero","10.49"
"Michoacán de Ocampo","10.38"
"Zacatecas","8.24"
"Tlaxcala","7.20"
"Yucatán","6.35"
"Chiapas","5.18"
"Baja California Sur","3.89"
"Campeche","2.55"
