"Estado","% Ocupación"
"Querétaro","90.00"
"Morelos","80.00"
"Zacatecas","66.66"
"Michoacán de Ocampo","60.00"
"Puebla","58.20"
"Aguascalientes","56.25"
"Yucatán","42.85"
"Durango","42.55"
"Tamaulipas","34.28"
"Guanajuato","33.33"
"Tabasco","31.11"
"México","30.08"
"Sonora","28.94"
"Oaxaca","27.77"
"Jalisco","27.09"
"Baja California","26.47"
"Ciudad de México","23.07"
"Nuevo León","22.76"
"San Luis Potosí","22.22"
"Chiapas","21.27"
"Sinaloa","20.40"
"Chihuahua","18.18"
"Veracruz de Ignacio de La Llave","16.39"
"Colima","15.38"
"Quintana Roo","11.76"
"Coahuila de Zaragoza","8.69"
"Hidalgo","7.14"
"Tlaxcala","0.00"
"Guerrero","0.00"
"Campeche","0.00"
"Nayarit","0.00"
"Baja California Sur","0.00"
