"Estado","% Ocupación"
"Querétaro","77.77"
"Yucatán","77.27"
"Durango","75.00"
"Nuevo León","68.55"
"Sinaloa","65.93"
"Michoacán de Ocampo","60.00"
"Veracruz de Ignacio de La Llave","56.70"
"Oaxaca","52.94"
"Ciudad de México","52.80"
"Baja California Sur","50.00"
"México","48.10"
"Puebla","45.94"
"Sonora","43.75"
"Guerrero","43.54"
"Tamaulipas","41.57"
"Coahuila de Zaragoza","40.00"
"Jalisco","38.07"
"Tabasco","30.98"
"Aguascalientes","30.00"
"Quintana Roo","27.86"
"Hidalgo","26.66"
"San Luis Potosí","25.80"
"Chihuahua","22.95"
"Guanajuato","20.00"
"Chiapas","18.75"
"Zacatecas","16.66"
"Baja California","16.21"
"Campeche","16.12"
"Nayarit","0.00"
"Colima","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
