"Estado","% Ocupación"
"Baja California Sur","45.67"
"Quintana Roo","37.50"
"Durango","35.41"
"Tamaulipas","32.50"
"Nuevo León","28.03"
"Tabasco","27.65"
"Sonora","26.31"
"Yucatán","24.19"
"Ciudad de México","23.14"
"Sinaloa","23.09"
"Nayarit","20.90"
"Veracruz de Ignacio de La Llave","18.58"
"Aguascalientes","18.33"
"Hidalgo","16.27"
"Coahuila de Zaragoza","15.09"
"Chihuahua","14.34"
"Oaxaca","13.72"
"Baja California","13.38"
"México","13.31"
"Jalisco","12.74"
"Puebla","11.18"
"Guerrero","9.44"
"Colima","8.65"
"Morelos","7.76"
"Michoacán de Ocampo","7.63"
"Chiapas","7.10"
"Campeche","5.88"
"Querétaro","4.00"
"Guanajuato","3.83"
"San Luis Potosí","3.59"
"Tlaxcala","2.68"
"Zacatecas","2.58"
