"Estado","% Ocupación"
"Puebla","55.78"
"Nuevo León","49.37"
"Hidalgo","48.29"
"Colima","48.27"
"Aguascalientes","47.79"
"Ciudad de México","43.59"
"Querétaro","41.36"
"Morelos","40.13"
"Sinaloa","39.88"
"Jalisco","39.47"
"Coahuila de Zaragoza","39.03"
"Oaxaca","38.64"
"Sonora","38.44"
"Durango","37.87"
"Nayarit","37.85"
"México","37.48"
"Chihuahua","36.89"
"Tamaulipas","36.07"
"San Luis Potosí","34.84"
"Veracruz de Ignacio de La Llave","34.69"
"Guanajuato","34.51"
"Zacatecas","31.89"
"Guerrero","31.27"
"Baja California Sur","31.08"
"Baja California","26.38"
"Tlaxcala","25.39"
"Michoacán de Ocampo","22.11"
"Tabasco","21.26"
"Quintana Roo","12.79"
"Yucatán","11.35"
"Chiapas","6.80"
"Campeche","5.91"
