"Estado","% Ocupación"
"Colima","84.76"
"Hidalgo","77.16"
"Puebla","76.52"
"Veracruz de Ignacio de La Llave","76.07"
"Nuevo León","76.01"
"Guerrero","72.10"
"San Luis Potosí","71.42"
"Tlaxcala","66.30"
"Ciudad de México","64.84"
"Nayarit","63.60"
"Durango","63.51"
"Oaxaca","62.35"
"México","62.21"
"Jalisco","59.38"
"Morelos","58.36"
"Zacatecas","53.76"
"Tabasco","51.78"
"Querétaro","50.57"
"Sonora","50.44"
"Quintana Roo","50.13"
"Michoacán de Ocampo","49.91"
"Tamaulipas","47.65"
"Aguascalientes","46.91"
"Sinaloa","44.46"
"Baja California Sur","43.87"
"Coahuila de Zaragoza","40.71"
"Guanajuato","26.90"
"Baja California","24.51"
"Chiapas","23.63"
"Yucatán","17.79"
"Chihuahua","17.76"
"Campeche","13.25"
