"Estado","% Ocupación"
"San Luis Potosí","75.19"
"Hidalgo","69.28"
"Veracruz de Ignacio de La Llave","69.27"
"Durango","68.90"
"Puebla","66.66"
"Colima","66.66"
"Nuevo León","63.24"
"Ciudad de México","63.08"
"Tabasco","62.47"
"Oaxaca","60.08"
"Guerrero","58.12"
"Morelos","57.67"
"México","57.46"
"Aguascalientes","57.35"
"Tlaxcala","56.86"
"Jalisco","54.75"
"Sonora","53.38"
"Zacatecas","52.12"
"Michoacán de Ocampo","50.47"
"Querétaro","46.53"
"Nayarit","45.42"
"Tamaulipas","44.08"
"Coahuila de Zaragoza","42.96"
"Quintana Roo","41.12"
"Baja California Sur","37.50"
"Sinaloa","35.97"
"Guanajuato","31.50"
"Baja California","29.86"
"Campeche","20.60"
"Yucatán","18.74"
"Chiapas","17.81"
"Chihuahua","13.77"
