"Estado","% Ocupación"
"Chihuahua","52.63"
"Aguascalientes","45.91"
"Baja California","42.27"
"Durango","42.10"
"Sonora","32.14"
"Coahuila de Zaragoza","31.60"
"Baja California Sur","29.09"
"Sinaloa","28.20"
"Zacatecas","25.27"
"Nuevo León","20.12"
"San Luis Potosí","19.34"
"Guanajuato","17.71"
"Quintana Roo","15.97"
"Puebla","15.17"
"Ciudad de México","14.44"
"Jalisco","14.13"
"Tamaulipas","13.19"
"Hidalgo","12.24"
"Querétaro","10.35"
"Guerrero","8.68"
"Colima","7.69"
"Oaxaca","7.64"
"Morelos","6.96"
"México","6.70"
"Veracruz de Ignacio de La Llave","6.11"
"Nayarit","5.88"
"Tabasco","3.98"
"Tlaxcala","3.57"
"Yucatán","3.42"
"Michoacán de Ocampo","2.97"
"Chiapas","0.50"
"Campeche","0.27"
