"Estado","% Ocupación"
"Aguascalientes","47.69"
"Tabasco","36.67"
"Baja California","34.93"
"Morelos","34.72"
"Tlaxcala","34.40"
"Jalisco","31.64"
"Colima","29.76"
"Puebla","28.17"
"Ciudad de México","27.57"
"México","27.20"
"Nuevo León","25.41"
"Veracruz de Ignacio de La Llave","25.08"
"Oaxaca","24.76"
"Durango","24.71"
"Yucatán","23.40"
"Tamaulipas","23.34"
"Querétaro","23.26"
"Michoacán de Ocampo","23.00"
"Chihuahua","22.06"
"Zacatecas","21.81"
"Nayarit","17.30"
"Hidalgo","16.88"
"Coahuila de Zaragoza","16.66"
"Sonora","16.17"
"San Luis Potosí","14.52"
"Sinaloa","13.84"
"Guanajuato","13.25"
"Chiapas","10.21"
"Campeche","5.03"
"Quintana Roo","4.90"
"Guerrero","4.47"
"Baja California Sur","3.49"
