"Estado","% Ocupación"
"Baja California Sur","70.19"
"Sinaloa","42.88"
"Ciudad de México","41.08"
"Quintana Roo","40.50"
"Tamaulipas","38.21"
"Sonora","35.55"
"Nayarit","30.40"
"Durango","30.12"
"Tabasco","28.54"
"Veracruz de Ignacio de La Llave","27.81"
"Oaxaca","26.95"
"Nuevo León","25.64"
"Yucatán","22.36"
"Baja California","18.76"
"Hidalgo","18.00"
"Jalisco","17.20"
"Campeche","16.93"
"México","16.78"
"Guerrero","16.01"
"Aguascalientes","15.12"
"Colima","14.58"
"Puebla","13.17"
"Chihuahua","10.81"
"Michoacán de Ocampo","10.62"
"Coahuila de Zaragoza","8.75"
"San Luis Potosí","8.31"
"Morelos","7.40"
"Chiapas","6.70"
"Zacatecas","6.00"
"Querétaro","4.60"
"Tlaxcala","3.63"
"Guanajuato","2.43"
