"Estado","% Ocupación"
"Coahuila de Zaragoza","100.00"
"Aguascalientes","51.61"
"Yucatán","50.00"
"Durango","47.61"
"Querétaro","43.75"
"Zacatecas","38.88"
"Chihuahua","33.33"
"Puebla","33.33"
"Nuevo León","27.81"
"Michoacán de Ocampo","27.27"
"Sonora","26.66"
"Ciudad de México","25.31"
"Sinaloa","19.35"
"Tamaulipas","18.60"
"México","18.44"
"Jalisco","17.68"
"Baja California","17.64"
"Guanajuato","16.36"
"Tabasco","15.78"
"Colima","15.38"
"Hidalgo","7.69"
"Veracruz de Ignacio de La Llave","4.91"
"Campeche","3.33"
"San Luis Potosí","2.77"
"Guerrero","1.36"
"Tlaxcala","0.00"
"Chiapas","0.00"
"Baja California Sur","0.00"
"Oaxaca","0.00"
"Nayarit","0.00"
"Morelos","0.00"
"Quintana Roo","0.00"
