"Estado","% Ocupación"
"Nuevo León","15.77"
"Chihuahua","15.66"
"Durango","14.28"
"Aguascalientes","13.88"
"Colima","11.11"
"Ciudad de México","10.45"
"Baja California Sur","7.69"
"Sinaloa","7.35"
"Tlaxcala","6.38"
"Coahuila de Zaragoza","5.58"
"Guerrero","5.26"
"Veracruz de Ignacio de La Llave","3.95"
"Puebla","3.89"
"Jalisco","3.87"
"Sonora","3.82"
"Baja California","3.57"
"México","3.01"
"Quintana Roo","2.98"
"Tamaulipas","2.83"
"Nayarit","2.38"
"Zacatecas","2.08"
"Guanajuato","2.01"
"Oaxaca","1.78"
"Hidalgo","1.62"
"San Luis Potosí","1.33"
"Michoacán de Ocampo","1.23"
"Querétaro","0.99"
"Yucatán","0.77"
"Morelos","0.51"
"Chiapas","0.00"
"Campeche","0.00"
"Tabasco","0.00"
