"Estado","% Ocupación"
"Tlaxcala","100.00"
"Nayarit","100.00"
"Colima","100.00"
"Durango","95.12"
"Querétaro","95.00"
"Zacatecas","94.59"
"Michoacán de Ocampo","88.00"
"Yucatán","81.25"
"Nuevo León","80.00"
"Ciudad de México","79.37"
"Veracruz de Ignacio de La Llave","73.95"
"Hidalgo","72.22"
"Oaxaca","69.23"
"Puebla","65.85"
"San Luis Potosí","64.51"
"Sinaloa","63.15"
"Tabasco","62.66"
"Jalisco","62.19"
"México","57.69"
"Tamaulipas","56.66"
"Aguascalientes","56.09"
"Morelos","45.71"
"Guerrero","45.26"
"Baja California Sur","38.46"
"Sonora","35.41"
"Guanajuato","35.08"
"Quintana Roo","33.87"
"Chihuahua","28.57"
"Coahuila de Zaragoza","18.18"
"Baja California","16.12"
"Campeche","10.00"
"Chiapas","9.52"
