"Estado","% Ocupación"
"Ciudad de México","59.12"
"Querétaro","58.82"
"Michoacán de Ocampo","57.14"
"Aguascalientes","57.14"
"Jalisco","50.55"
"Nuevo León","46.39"
"Hidalgo","46.15"
"Sonora","45.83"
"Puebla","40.00"
"Tamaulipas","38.02"
"Oaxaca","36.84"
"Baja California","36.36"
"Coahuila de Zaragoza","36.36"
"San Luis Potosí","33.33"
"Guanajuato","31.48"
"Tabasco","25.92"
"Durango","25.00"
"Veracruz de Ignacio de La Llave","23.80"
"Zacatecas","22.22"
"México","21.91"
"Chihuahua","20.00"
"Sinaloa","18.03"
"Yucatán","16.66"
"Guerrero","12.50"
"Campeche","3.33"
"Chiapas","0.00"
"Colima","0.00"
"Tlaxcala","0.00"
"Quintana Roo","0.00"
"Nayarit","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
