"Estado","% Ocupación"
"Nuevo León","19.53"
"Oaxaca","18.60"
"Ciudad de México","13.95"
"Chihuahua","12.85"
"Aguascalientes","10.52"
"Sinaloa","8.59"
"Sonora","7.31"
"Durango","6.66"
"Tamaulipas","4.88"
"Puebla","4.14"
"Coahuila de Zaragoza","3.84"
"Yucatán","3.37"
"Colima","3.22"
"Veracruz de Ignacio de La Llave","3.10"
"Jalisco","3.03"
"Baja California Sur","2.89"
"Guanajuato","2.80"
"Hidalgo","2.66"
"Guerrero","2.63"
"Zacatecas","2.50"
"Morelos","1.64"
"México","1.59"
"San Luis Potosí","1.33"
"Baja California","1.21"
"Michoacán de Ocampo","0.86"
"Tabasco","0.68"
"Chiapas","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Quintana Roo","0.00"
"Querétaro","0.00"
"Campeche","0.00"
