"Estado","% Ocupación"
"Baja California","42.47"
"Baja California Sur","40.00"
"Chihuahua","29.19"
"Aguascalientes","28.12"
"Sonora","25.14"
"Puebla","21.71"
"Durango","18.75"
"Nuevo León","17.04"
"Coahuila de Zaragoza","16.66"
"Ciudad de México","13.78"
"Querétaro","13.45"
"Morelos","10.86"
"Tamaulipas","9.89"
"Yucatán","9.89"
"Tlaxcala","9.85"
"México","9.73"
"Hidalgo","9.60"
"Guanajuato","9.53"
"San Luis Potosí","9.52"
"Jalisco","9.33"
"Zacatecas","9.00"
"Nayarit","8.51"
"Tabasco","7.72"
"Sinaloa","6.49"
"Michoacán de Ocampo","6.41"
"Colima","6.15"
"Oaxaca","5.61"
"Veracruz de Ignacio de La Llave","5.42"
"Chiapas","2.23"
"Quintana Roo","2.01"
"Campeche","1.62"
"Guerrero","1.51"
