"Estado","% Ocupación"
"Tlaxcala","12.00"
"Oaxaca","8.33"
"Ciudad de México","3.97"
"Jalisco","3.77"
"Yucatán","3.08"
"Zacatecas","2.32"
"Veracruz de Ignacio de La Llave","2.25"
"Durango","2.12"
"Puebla","1.89"
"México","1.38"
"Sonora","1.25"
"Tamaulipas","1.15"
"San Luis Potosí","0.98"
"Baja California","0.90"
"Chihuahua","0.73"
"Guanajuato","0.47"
"Chiapas","0.40"
"Guerrero","0.00"
"Coahuila de Zaragoza","0.00"
"Nayarit","0.00"
"Tabasco","0.00"
"Michoacán de Ocampo","0.00"
"Nuevo León","0.00"
"Quintana Roo","0.00"
"Hidalgo","0.00"
"Sinaloa","0.00"
"Aguascalientes","0.00"
"Querétaro","0.00"
"Campeche","0.00"
"Colima","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
