"Estado","% Ocupación"
"Colima","100.00"
"Morelos","100.00"
"Querétaro","95.00"
"Zacatecas","92.30"
"Tlaxcala","87.50"
"Durango","82.97"
"Michoacán de Ocampo","77.77"
"Yucatán","73.07"
"Nuevo León","72.72"
"Tabasco","67.70"
"Jalisco","67.38"
"San Luis Potosí","66.66"
"Puebla","66.66"
"Veracruz de Ignacio de La Llave","63.26"
"Aguascalientes","61.29"
"Ciudad de México","60.00"
"Coahuila de Zaragoza","60.00"
"Tamaulipas","58.09"
"Guanajuato","57.69"
"Sonora","56.75"
"Sinaloa","56.66"
"Oaxaca","53.84"
"México","50.89"
"Quintana Roo","30.64"
"Guerrero","26.76"
"Hidalgo","24.24"
"Chihuahua","20.37"
"Baja California","12.50"
"Campeche","10.00"
"Chiapas","7.31"
"Nayarit","0.00"
"Baja California Sur","0.00"
