"Estado","% Ocupación"
"Tlaxcala","12.50"
"Ciudad de México","9.02"
"Colima","8.77"
"Aguascalientes","7.35"
"Querétaro","6.34"
"Puebla","4.58"
"Jalisco","4.19"
"México","3.74"
"Chihuahua","3.03"
"Campeche","3.03"
"Sonora","2.94"
"Yucatán","2.84"
"Nuevo León","2.79"
"Oaxaca","2.43"
"Michoacán de Ocampo","2.30"
"Tamaulipas","1.66"
"Durango","1.56"
"Baja California","1.23"
"Hidalgo","1.12"
"Guanajuato","1.11"
"Sinaloa","0.95"
"San Luis Potosí","0.95"
"Veracruz de Ignacio de La Llave","0.94"
"Zacatecas","0.88"
"Chiapas","0.79"
"Guerrero","0.73"
"Tabasco","0.63"
"Coahuila de Zaragoza","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Quintana Roo","0.00"
"Morelos","0.00"
