"Estado","% Ocupación"
"Nayarit","100.00"
"Zacatecas","100.00"
"Durango","97.22"
"Querétaro","90.00"
"Oaxaca","86.11"
"Nuevo León","81.02"
"Ciudad de México","75.82"
"Tlaxcala","75.00"
"Sinaloa","73.11"
"Michoacán de Ocampo","72.00"
"Hidalgo","69.23"
"Jalisco","69.11"
"Yucatán","63.33"
"Veracruz de Ignacio de La Llave","60.90"
"Coahuila de Zaragoza","60.00"
"Sonora","55.76"
"San Luis Potosí","55.55"
"Puebla","55.42"
"México","53.79"
"Aguascalientes","51.28"
"Colima","50.00"
"Guerrero","47.95"
"Tamaulipas","45.45"
"Guanajuato","43.10"
"Tabasco","42.16"
"Quintana Roo","35.48"
"Chiapas","26.92"
"Baja California Sur","25.00"
"Morelos","21.73"
"Chihuahua","20.89"
"Campeche","9.52"
"Baja California","5.71"
