"Estado","% Ocupación"
"Baja California","42.52"
"Aguascalientes","41.02"
"Chihuahua","39.26"
"Sonora","24.04"
"Coahuila de Zaragoza","18.82"
"Durango","15.71"
"Baja California Sur","12.00"
"Nuevo León","11.13"
"Ciudad de México","10.77"
"Guanajuato","10.14"
"Sinaloa","9.92"
"Tlaxcala","9.67"
"Puebla","9.21"
"Zacatecas","9.09"
"Tamaulipas","8.55"
"San Luis Potosí","7.89"
"Jalisco","7.16"
"Colima","6.97"
"Querétaro","6.33"
"Morelos","6.25"
"Nayarit","6.12"
"Oaxaca","5.26"
"Hidalgo","5.10"
"México","4.60"
"Veracruz de Ignacio de La Llave","4.13"
"Yucatán","3.74"
"Michoacán de Ocampo","3.66"
"Tabasco","2.12"
"Guerrero","1.14"
"Chiapas","0.80"
"Campeche","0.00"
"Quintana Roo","0.00"
