"Estado","% Ocupación"
"Oaxaca","13.33"
"Baja California Sur","11.42"
"Nuevo León","10.71"
"Chihuahua","10.14"
"Colima","7.27"
"Tamaulipas","6.47"
"Sinaloa","6.03"
"Aguascalientes","5.55"
"Hidalgo","4.76"
"Durango","4.44"
"Querétaro","3.92"
"Ciudad de México","3.60"
"Jalisco","3.35"
"Sonora","3.00"
"Nayarit","2.70"
"Veracruz de Ignacio de La Llave","2.64"
"Quintana Roo","2.22"
"Michoacán de Ocampo","2.15"
"Puebla","1.88"
"Guerrero","1.75"
"México","1.66"
"Guanajuato","1.43"
"Coahuila de Zaragoza","1.43"
"Tabasco","1.34"
"Morelos","1.10"
"Baja California","0.72"
"San Luis Potosí","0.47"
"Yucatán","0.31"
"Campeche","0.00"
"Chiapas","0.00"
"Zacatecas","0.00"
"Tlaxcala","0.00"
