"Estado","% Ocupación"
"Aguascalientes","19.04"
"Baja California Sur","16.66"
"Colima","16.66"
"Chihuahua","12.28"
"Sinaloa","11.71"
"Nuevo León","10.07"
"Querétaro","8.73"
"Oaxaca","8.65"
"Tamaulipas","7.58"
"Guerrero","7.31"
"Veracruz de Ignacio de La Llave","7.17"
"Sonora","6.45"
"Ciudad de México","5.97"
"Quintana Roo","5.03"
"Jalisco","4.87"
"Coahuila de Zaragoza","3.01"
"Hidalgo","2.83"
"Zacatecas","2.56"
"Tlaxcala","2.32"
"Baja California","2.15"
"Michoacán de Ocampo","1.89"
"Yucatán","1.86"
"México","1.86"
"Guanajuato","1.83"
"San Luis Potosí","1.76"
"Morelos","1.52"
"Puebla","1.29"
"Tabasco","0.88"
"Durango","0.00"
"Campeche","0.00"
"Nayarit","0.00"
"Chiapas","0.00"
