"Estado","% Ocupación"
"Tlaxcala","34.48"
"Querétaro","22.36"
"Nuevo León","18.59"
"Aguascalientes","18.51"
"Morelos","17.54"
"Oaxaca","14.51"
"Veracruz de Ignacio de La Llave","11.63"
"Ciudad de México","11.60"
"Puebla","10.52"
"Jalisco","10.26"
"Hidalgo","10.09"
"Colima","10.00"
"Tamaulipas","9.03"
"Sonora","8.69"
"Baja California","8.29"
"México","8.24"
"Michoacán de Ocampo","7.65"
"Yucatán","6.95"
"Chihuahua","6.87"
"San Luis Potosí","5.45"
"Coahuila de Zaragoza","4.92"
"Zacatecas","4.31"
"Guanajuato","4.22"
"Tabasco","3.86"
"Sinaloa","3.78"
"Campeche","2.81"
"Nayarit","2.77"
"Chiapas","1.92"
"Guerrero","1.70"
"Quintana Roo","1.21"
"Baja California Sur","0.00"
"Durango","0.00"
