"Estado","% Ocupación"
"Yucatán","42.50"
"Tabasco","38.55"
"Baja California Sur","28.49"
"Nuevo León","19.96"
"Colima","18.91"
"Quintana Roo","17.28"
"Tamaulipas","16.66"
"Baja California","15.80"
"Nayarit","14.47"
"Ciudad de México","13.07"
"Sonora","12.90"
"Sinaloa","12.59"
"Chihuahua","11.82"
"Michoacán de Ocampo","10.48"
"Guerrero","10.24"
"Puebla","9.59"
"México","9.03"
"Aguascalientes","8.91"
"Durango","8.86"
"Veracruz de Ignacio de La Llave","8.68"
"Tlaxcala","8.49"
"Oaxaca","7.74"
"Campeche","7.40"
"Zacatecas","6.61"
"Hidalgo","6.57"
"Querétaro","6.56"
"Chiapas","6.41"
"Jalisco","6.13"
"Coahuila de Zaragoza","5.83"
"Morelos","5.26"
"San Luis Potosí","4.52"
"Guanajuato","1.05"
