"Estado","% Ocupación"
"Aguascalientes","42.33"
"Querétaro","34.57"
"Hidalgo","33.78"
"Ciudad de México","33.14"
"Nuevo León","31.21"
"Veracruz de Ignacio de La Llave","28.67"
"Baja California Sur","26.61"
"Oaxaca","26.47"
"Colima","25.74"
"Morelos","21.45"
"Puebla","21.11"
"México","21.02"
"Chihuahua","20.77"
"Coahuila de Zaragoza","20.36"
"Tamaulipas","19.52"
"Sinaloa","18.84"
"Michoacán de Ocampo","18.58"
"Jalisco","18.32"
"Sonora","18.21"
"Guerrero","18.18"
"Durango","17.69"
"Baja California","16.51"
"San Luis Potosí","14.33"
"Guanajuato","13.51"
"Zacatecas","13.33"
"Nayarit","11.21"
"Tlaxcala","8.59"
"Tabasco","8.46"
"Chiapas","6.79"
"Quintana Roo","5.84"
"Yucatán","4.42"
"Campeche","3.40"
