"Estado","% Ocupación"
"Aguascalientes","52.67"
"Tabasco","40.74"
"Nayarit","39.13"
"Puebla","36.43"
"Jalisco","34.84"
"Morelos","32.92"
"Ciudad de México","32.42"
"Oaxaca","32.11"
"Nuevo León","31.69"
"Yucatán","30.56"
"Colima","29.76"
"Tlaxcala","29.31"
"Baja California","28.46"
"Michoacán de Ocampo","28.20"
"Tamaulipas","27.19"
"México","26.25"
"Chihuahua","26.24"
"Querétaro","25.40"
"Veracruz de Ignacio de La Llave","25.08"
"Durango","25.00"
"Hidalgo","24.67"
"Zacatecas","23.21"
"Coahuila de Zaragoza","17.82"
"San Luis Potosí","14.46"
"Chiapas","14.17"
"Sonora","13.81"
"Guanajuato","13.52"
"Sinaloa","10.81"
"Quintana Roo","8.85"
"Campeche","8.78"
"Baja California Sur","7.89"
"Guerrero","4.66"
