"Estado","% Ocupación"
"Baja California","35.07"
"Aguascalientes","33.60"
"Morelos","31.81"
"Tlaxcala","23.43"
"Nayarit","21.56"
"Jalisco","21.46"
"Sonora","19.68"
"Zacatecas","19.44"
"Puebla","18.94"
"Oaxaca","16.66"
"Tabasco","16.53"
"Nuevo León","16.21"
"Colima","15.94"
"Durango","15.29"
"Michoacán de Ocampo","14.81"
"Yucatán","14.72"
"Ciudad de México","14.61"
"Querétaro","14.34"
"Veracruz de Ignacio de La Llave","14.33"
"Hidalgo","14.17"
"San Luis Potosí","13.74"
"Tamaulipas","13.65"
"Guanajuato","13.19"
"Chihuahua","12.97"
"Sinaloa","12.16"
"México","12.14"
"Coahuila de Zaragoza","9.37"
"Campeche","7.82"
"Baja California Sur","6.42"
"Quintana Roo","6.21"
"Chiapas","5.51"
"Guerrero","4.25"
