"Estado","% Ocupación"
"Aguascalientes","34.32"
"Nuevo León","25.00"
"Colima","25.00"
"Ciudad de México","21.75"
"Baja California Sur","19.73"
"Tlaxcala","17.91"
"Querétaro","17.39"
"Durango","16.83"
"Chihuahua","16.76"
"Veracruz de Ignacio de La Llave","14.36"
"Sinaloa","13.52"
"Hidalgo","11.68"
"Coahuila de Zaragoza","11.35"
"Puebla","11.33"
"Oaxaca","11.11"
"Tamaulipas","11.01"
"Jalisco","10.21"
"México","9.45"
"Sonora","9.04"
"Michoacán de Ocampo","8.97"
"Nayarit","8.69"
"Zacatecas","8.13"
"San Luis Potosí","7.58"
"Baja California","7.11"
"Guanajuato","6.77"
"Morelos","6.28"
"Quintana Roo","4.19"
"Tabasco","4.18"
"Guerrero","3.79"
"Chiapas","3.53"
"Yucatán","2.59"
"Campeche","0.52"
