"Estado","% Ocupación"
"Querétaro","100.00"
"Puebla","19.14"
"Ciudad de México","15.27"
"Chihuahua","12.50"
"Coahuila de Zaragoza","11.11"
"Durango","11.11"
"México","9.27"
"Sonora","9.09"
"Nuevo León","9.09"
"Sinaloa","7.69"
"Guanajuato","7.40"
"Zacatecas","5.55"
"Jalisco","4.43"
"Yucatán","4.00"
"Campeche","3.33"
"San Luis Potosí","2.94"
"Tamaulipas","1.88"
"Veracruz de Ignacio de La Llave","1.75"
"Oaxaca","0.00"
"Michoacán de Ocampo","0.00"
"Tlaxcala","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Aguascalientes","0.00"
"Morelos","0.00"
"Colima","0.00"
"Tabasco","0.00"
"Baja California","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Guerrero","0.00"
"Nayarit","0.00"
