"Estado","% Ocupación"
"Aguascalientes","22.50"
"Chihuahua","16.48"
"Colima","15.00"
"Nuevo León","14.96"
"Durango","14.28"
"Oaxaca","9.25"
"Tlaxcala","8.51"
"Sinaloa","6.35"
"Tamaulipas","5.76"
"Zacatecas","5.61"
"Jalisco","5.59"
"Coahuila de Zaragoza","5.30"
"Veracruz de Ignacio de La Llave","4.84"
"Baja California Sur","4.41"
"Yucatán","3.84"
"Sonora","3.47"
"Puebla","3.40"
"Guanajuato","3.35"
"Baja California","3.13"
"México","3.06"
"Hidalgo","2.67"
"Nayarit","2.56"
"Ciudad de México","2.35"
"Guerrero","1.89"
"Quintana Roo","1.52"
"Michoacán de Ocampo","1.17"
"Querétaro","0.99"
"Chiapas","0.80"
"Campeche","0.60"
"San Luis Potosí","0.44"
"Morelos","0.00"
"Tabasco","0.00"
