"Estado","% Ocupación"
"Baja California Sur","55.25"
"Yucatán","48.52"
"Sinaloa","46.30"
"Ciudad de México","39.15"
"Oaxaca","36.95"
"Colima","35.55"
"Tabasco","34.07"
"Nayarit","33.33"
"Nuevo León","33.05"
"Veracruz de Ignacio de La Llave","26.84"
"Sonora","24.13"
"México","22.86"
"Jalisco","20.51"
"Tamaulipas","20.10"
"Guerrero","20.10"
"Quintana Roo","18.05"
"Campeche","17.73"
"Baja California","15.68"
"Hidalgo","14.06"
"Tlaxcala","12.30"
"Durango","11.86"
"San Luis Potosí","11.67"
"Puebla","11.42"
"Michoacán de Ocampo","11.28"
"Chiapas","8.59"
"Aguascalientes","8.04"
"Chihuahua","7.64"
"Morelos","6.00"
"Querétaro","5.66"
"Coahuila de Zaragoza","3.94"
"Guanajuato","3.23"
"Zacatecas","3.00"
