"Estado","% Ocupación"
"Zacatecas","94.44"
"Querétaro","90.00"
"Yucatán","84.21"
"Michoacán de Ocampo","66.66"
"Tamaulipas","65.59"
"Baja California","64.28"
"Tabasco","64.21"
"Morelos","60.00"
"Aguascalientes","60.00"
"Oaxaca","58.33"
"Puebla","57.73"
"Ciudad de México","56.96"
"México","51.06"
"Tlaxcala","50.00"
"Nuevo León","49.20"
"Veracruz de Ignacio de La Llave","48.93"
"Guanajuato","47.45"
"San Luis Potosí","45.83"
"Durango","42.55"
"Jalisco","39.20"
"Chiapas","32.14"
"Hidalgo","30.30"
"Sinaloa","29.31"
"Chihuahua","22.95"
"Sonora","20.00"
"Campeche","15.62"
"Quintana Roo","13.46"
"Guerrero","13.25"
"Coahuila de Zaragoza","9.09"
"Colima","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
