"Estado","% Ocupación"
"Tlaxcala","76.47"
"Puebla","58.48"
"Nuevo León","55.40"
"Tabasco","55.14"
"Durango","51.87"
"Aguascalientes","51.72"
"Veracruz de Ignacio de La Llave","50.32"
"Michoacán de Ocampo","49.36"
"Hidalgo","45.84"
"Baja California","45.81"
"Morelos","43.39"
"México","42.69"
"Coahuila de Zaragoza","42.62"
"Colima","42.28"
"Tamaulipas","42.18"
"Oaxaca","41.92"
"Ciudad de México","41.26"
"Guanajuato","39.59"
"Querétaro","37.70"
"Nayarit","37.37"
"Sonora","37.19"
"Jalisco","36.93"
"San Luis Potosí","34.84"
"Guerrero","34.37"
"Zacatecas","29.03"
"Quintana Roo","22.68"
"Sinaloa","22.24"
"Yucatán","21.99"
"Chihuahua","17.64"
"Campeche","16.53"
"Chiapas","13.84"
"Baja California Sur","11.21"
