"Estado","% Ocupación"
"Baja California","38.96"
"Chihuahua","29.54"
"Aguascalientes","28.57"
"Durango","25.67"
"Puebla","21.56"
"Sonora","20.99"
"Coahuila de Zaragoza","16.23"
"Nuevo León","15.12"
"Querétaro","14.78"
"Ciudad de México","14.03"
"Morelos","13.04"
"San Luis Potosí","12.17"
"Tlaxcala","11.26"
"Nayarit","10.63"
"Hidalgo","10.28"
"México","10.26"
"Tamaulipas","10.10"
"Jalisco","9.92"
"Yucatán","9.83"
"Guanajuato","8.69"
"Michoacán de Ocampo","8.16"
"Oaxaca","7.69"
"Tabasco","7.39"
"Zacatecas","7.33"
"Sinaloa","5.92"
"Veracruz de Ignacio de La Llave","4.85"
"Colima","4.68"
"Baja California Sur","3.38"
"Quintana Roo","2.48"
"Chiapas","2.23"
"Guerrero","1.51"
"Campeche","0.83"
