"Estado","% Ocupación"
"Puebla","62.25"
"Durango","61.34"
"Tlaxcala","57.97"
"Veracruz de Ignacio de La Llave","57.93"
"Nuevo León","57.78"
"Tabasco","56.65"
"Hidalgo","53.31"
"Ciudad de México","50.57"
"Morelos","49.39"
"Aguascalientes","48.83"
"Oaxaca","47.67"
"Michoacán de Ocampo","46.65"
"Colima","46.03"
"Zacatecas","45.55"
"México","45.31"
"Tamaulipas","43.15"
"Sonora","42.57"
"Yucatán","42.22"
"Jalisco","40.49"
"San Luis Potosí","39.48"
"Querétaro","38.87"
"Coahuila de Zaragoza","37.86"
"Nayarit","35.18"
"Guanajuato","33.68"
"Baja California","29.40"
"Quintana Roo","27.42"
"Guerrero","25.18"
"Sinaloa","20.82"
"Baja California Sur","19.13"
"Campeche","18.94"
"Chiapas","16.33"
"Chihuahua","14.93"
