"Estado","% Ocupación"
"Colima","100.00"
"Querétaro","80.95"
"Zacatecas","66.66"
"Durango","57.57"
"Aguascalientes","54.83"
"Guanajuato","50.00"
"Oaxaca","50.00"
"Puebla","43.39"
"Yucatán","40.74"
"Morelos","40.00"
"Jalisco","33.50"
"Baja California","33.33"
"Michoacán de Ocampo","30.00"
"Sonora","29.54"
"San Luis Potosí","26.82"
"Ciudad de México","26.81"
"Tamaulipas","25.33"
"México","22.54"
"Chiapas","21.27"
"Veracruz de Ignacio de La Llave","21.21"
"Tabasco","21.17"
"Chihuahua","18.18"
"Nuevo León","17.91"
"Sinaloa","13.63"
"Coahuila de Zaragoza","8.69"
"Quintana Roo","6.00"
"Hidalgo","3.57"
"Guerrero","2.63"
"Tlaxcala","0.00"
"Campeche","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
