"Estado","% Ocupación"
"Querétaro","100.00"
"Aguascalientes","50.00"
"Oaxaca","37.50"
"Ciudad de México","34.35"
"Puebla","30.30"
"Nuevo León","29.14"
"Tabasco","24.65"
"Jalisco","23.78"
"México","19.46"
"Veracruz de Ignacio de La Llave","18.96"
"Tamaulipas","18.46"
"Michoacán de Ocampo","16.66"
"Sinaloa","14.28"
"Chihuahua","12.82"
"Yucatán","12.00"
"Zacatecas","11.11"
"Guerrero","10.00"
"San Luis Potosí","9.67"
"Coahuila de Zaragoza","9.09"
"Guanajuato","7.69"
"Durango","4.44"
"Campeche","3.33"
"Baja California","3.33"
"Chiapas","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Quintana Roo","0.00"
"Hidalgo","0.00"
"Morelos","0.00"
"Sonora","0.00"
"Colima","0.00"
