"Estado","% Ocupación"
"Baja California Sur","61.14"
"Quintana Roo","42.04"
"Tamaulipas","37.47"
"Sonora","34.58"
"Sinaloa","31.12"
"Tabasco","29.68"
"Ciudad de México","28.15"
"Durango","25.28"
"Yucatán","23.76"
"Nayarit","21.92"
"Aguascalientes","20.83"
"Nuevo León","20.64"
"Veracruz de Ignacio de La Llave","19.97"
"Oaxaca","19.28"
"Colima","15.78"
"Jalisco","14.60"
"Hidalgo","14.33"
"México","13.45"
"Baja California","12.67"
"Puebla","11.55"
"Campeche","10.88"
"Coahuila de Zaragoza","9.70"
"Guerrero","9.56"
"Chihuahua","9.25"
"San Luis Potosí","9.24"
"Chiapas","8.17"
"Tlaxcala","6.36"
"Morelos","6.36"
"Zacatecas","4.95"
"Michoacán de Ocampo","4.77"
"Querétaro","4.67"
"Guanajuato","3.42"
