"Estado","% Ocupación"
"Tabasco","48.43"
"Colima","40.40"
"Aguascalientes","39.23"
"Nuevo León","38.61"
"Tlaxcala","38.05"
"Michoacán de Ocampo","37.55"
"Ciudad de México","37.35"
"Yucatán","35.91"
"Veracruz de Ignacio de La Llave","35.38"
"Jalisco","33.39"
"Puebla","32.87"
"Morelos","31.16"
"Tamaulipas","31.12"
"Querétaro","29.00"
"Baja California","27.97"
"Hidalgo","27.56"
"México","27.06"
"Oaxaca","26.22"
"Durango","25.21"
"Nayarit","24.13"
"Chihuahua","24.02"
"San Luis Potosí","23.60"
"Zacatecas","20.89"
"Coahuila de Zaragoza","18.65"
"Guanajuato","15.63"
"Chiapas","14.76"
"Sonora","14.34"
"Sinaloa","13.12"
"Baja California Sur","11.30"
"Quintana Roo","8.67"
"Guerrero","8.62"
"Campeche","8.51"
