"Estado","% Ocupación"
"Aguascalientes","65.58"
"Ciudad de México","46.59"
"Jalisco","43.64"
"Colima","33.33"
"Chihuahua","32.99"
"Baja California","32.86"
"Nuevo León","31.62"
"Hidalgo","31.53"
"Baja California Sur","30.86"
"Morelos","29.16"
"Nayarit","28.57"
"México","25.37"
"Tlaxcala","25.35"
"Zacatecas","25.14"
"Sonora","24.85"
"San Luis Potosí","24.81"
"Coahuila de Zaragoza","24.13"
"Puebla","24.11"
"Tamaulipas","23.80"
"Durango","19.88"
"Querétaro","19.67"
"Sinaloa","19.45"
"Yucatán","18.71"
"Guerrero","18.18"
"Veracruz de Ignacio de La Llave","17.15"
"Michoacán de Ocampo","16.74"
"Guanajuato","15.14"
"Oaxaca","14.75"
"Tabasco","14.21"
"Quintana Roo","7.94"
"Chiapas","3.71"
"Campeche","2.43"
