"Estado","% Ocupación"
"Tlaxcala","42.85"
"Oaxaca","15.66"
"Morelos","13.72"
"Querétaro","13.33"
"Nuevo León","12.88"
"Aguascalientes","12.62"
"Colima","11.90"
"Veracruz de Ignacio de La Llave","11.37"
"Ciudad de México","8.40"
"Nayarit","8.33"
"Baja California Sur","6.89"
"México","6.72"
"Jalisco","6.00"
"Sonora","5.74"
"Michoacán de Ocampo","5.58"
"Tabasco","5.52"
"Puebla","5.43"
"Baja California","5.20"
"Tamaulipas","4.96"
"Chihuahua","4.41"
"Hidalgo","3.84"
"Coahuila de Zaragoza","3.77"
"Yucatán","3.15"
"San Luis Potosí","2.80"
"Campeche","2.77"
"Zacatecas","2.70"
"Guanajuato","1.99"
"Chiapas","1.99"
"Guerrero","1.91"
"Sinaloa","1.44"
"Quintana Roo","0.63"
"Durango","0.00"
