"Estado","% Ocupación"
"Puebla","79.65"
"San Luis Potosí","78.53"
"Tlaxcala","76.80"
"Hidalgo","76.20"
"Veracruz de Ignacio de La Llave","75.08"
"Guerrero","71.48"
"Colima","70.05"
"Durango","67.12"
"Nayarit","65.33"
"Nuevo León","64.57"
"Ciudad de México","63.74"
"México","62.07"
"Oaxaca","61.39"
"Jalisco","59.75"
"Aguascalientes","57.92"
"Zacatecas","55.55"
"Sonora","53.77"
"Michoacán de Ocampo","53.39"
"Tabasco","53.36"
"Querétaro","53.25"
"Morelos","51.64"
"Tamaulipas","48.05"
"Quintana Roo","47.47"
"Baja California Sur","43.69"
"Coahuila de Zaragoza","38.84"
"Sinaloa","38.83"
"Baja California","30.64"
"Guanajuato","28.90"
"Yucatán","21.28"
"Chiapas","18.95"
"Campeche","17.66"
"Chihuahua","15.70"
