"Estado","% Ocupación"
"Puebla","55.91"
"Nuevo León","51.89"
"Hidalgo","50.20"
"Ciudad de México","50.00"
"Aguascalientes","48.73"
"Morelos","48.32"
"Durango","47.18"
"Nayarit","46.52"
"Chihuahua","44.05"
"Jalisco","43.36"
"Zacatecas","43.10"
"Oaxaca","41.32"
"México","40.25"
"Coahuila de Zaragoza","40.22"
"Colima","39.25"
"Tamaulipas","38.98"
"Querétaro","38.21"
"Guanajuato","37.85"
"Sonora","37.70"
"Sinaloa","36.70"
"Guerrero","35.58"
"San Luis Potosí","35.53"
"Baja California","33.60"
"Veracruz de Ignacio de La Llave","33.15"
"Tlaxcala","28.46"
"Michoacán de Ocampo","27.58"
"Tabasco","26.25"
"Baja California Sur","25.86"
"Yucatán","14.33"
"Quintana Roo","14.10"
"Campeche","10.32"
"Chiapas","7.72"
