"Estado","% Ocupación"
"Aguascalientes","70.37"
"Colima","43.39"
"Chihuahua","43.29"
"Jalisco","42.58"
"Nayarit","40.38"
"Ciudad de México","39.76"
"Sonora","38.63"
"Baja California","34.43"
"Coahuila de Zaragoza","33.56"
"Nuevo León","33.19"
"Hidalgo","32.97"
"Morelos","31.91"
"Zacatecas","31.29"
"Durango","27.56"
"Querétaro","25.40"
"Tamaulipas","24.62"
"Oaxaca","24.48"
"Puebla","24.13"
"México","23.78"
"Baja California Sur","20.93"
"San Luis Potosí","20.31"
"Sinaloa","19.41"
"Yucatán","18.75"
"Veracruz de Ignacio de La Llave","17.88"
"Tlaxcala","16.41"
"Guanajuato","16.12"
"Michoacán de Ocampo","13.50"
"Tabasco","13.40"
"Quintana Roo","11.27"
"Guerrero","8.57"
"Campeche","3.33"
"Chiapas","2.63"
